movieId,title,genres,year
1307,When Harry Met Sally... ,"['Comedy', 'Romance']",1989
1356,Star Trek: First Contact ,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1996
1370,Die Hard 2 ,"['Action', 'Adventure', 'Thriller']",1990
1374,Star Trek II: The Wrath of Khan ,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1982
1377,Batman Returns ,"['Action', 'Crime']",1992
1380,Grease ,"['Comedy', 'Musical', 'Romance']",1978
1387,Jaws ,"['Action', 'Horror']",1975
1391,Mars Attacks! ,"['Action', 'Comedy', 'Sci-Fi']",1996
1393,Jerry Maguire ,"['Drama', 'Romance']",1996
1394,Raising Arizona ,['Comedy'],1987
1407,Scream ,"['Comedy', 'Horror', 'Mystery', 'Thriller']",1996
1466,Donnie Brasco ,"['Crime', 'Drama']",1997
1485,Liar Liar ,['Comedy'],1997
1500,Grosse Pointe Blank ,"['Comedy', 'Crime', 'Romance']",1997
1517,Austin Powers: International Man of Mystery ,"['Action', 'Adventure', 'Comedy']",1997
1527,"Fifth Element, The ","['Action', 'Adventure', 'Comedy', 'Sci-Fi']",1997
1544,"Lost World: Jurassic Park, The ","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1997
1552,Con Air ,"['Action', 'Adventure', 'Thriller']",1997
1573,Face/Off ,"['Action', 'Crime', 'Drama', 'Thriller']",1997
1580,Men in Black (a.k.a. MIB) ,"['Action', 'Comedy', 'Sci-Fi']",1997
1584,Contact ,"['Drama', 'Sci-Fi']",1997
1608,Air Force One ,"['Action', 'Thriller']",1997
1610,"Hunt for Red October, The ","['Action', 'Adventure', 'Thriller']",1990
1617,L.A. Confidential ,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",1997
1625,"Game, The ","['Drama', 'Mystery', 'Thriller']",1997
1639,Chasing Amy ,"['Comedy', 'Drama', 'Romance']",1997
1641,"Full Monty, The ","['Comedy', 'Drama']",1997
1645,The Devil's Advocate ,"['Drama', 'Mystery', 'Thriller']",1997
1653,Gattaca ,"['Drama', 'Sci-Fi', 'Thriller']",1997
1676,Starship Troopers ,"['Action', 'Sci-Fi']",1997
1682,"Truman Show, The ","['Comedy', 'Drama', 'Sci-Fi']",1998
1704,Good Will Hunting ,"['Drama', 'Romance']",1997
1721,Titanic ,"['Drama', 'Romance']",1997
1732,"Big Lebowski, The ","['Comedy', 'Crime']",1998
1777,"Wedding Singer, The ","['Comedy', 'Romance']",1998
1784,As Good as It Gets ,"['Comedy', 'Drama', 'Romance']",1997
1917,Armageddon ,"['Action', 'Romance', 'Sci-Fi', 'Thriller']",1998
1923,There's Something About Mary ,"['Comedy', 'Romance']",1998
1954,Rocky ,['Drama'],1976
1961,Rain Man ,['Drama'],1988
1968,"Breakfast Club, The ","['Comedy', 'Drama']",1985
1997,"Exorcist, The ","['Horror', 'Mystery']",1973
2000,Lethal Weapon ,"['Action', 'Comedy', 'Crime', 'Drama']",1987
2005,"Goonies, The ","['Action', 'Adventure', 'Children', 'Comedy', 'Fantasy']",1985
2006,"Mask of Zorro, The ","['Action', 'Comedy', 'Romance']",1998
2011,Back to the Future Part II ,"['Adventure', 'Comedy', 'Sci-Fi']",1989
2012,Back to the Future Part III ,"['Adventure', 'Comedy', 'Sci-Fi', 'Western']",1990
2028,Saving Private Ryan ,"['Action', 'Drama', 'War']",1998
2054,"Honey, I Shrunk the Kids ","['Adventure', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi']",1989
2078,"Jungle Book, The ","['Animation', 'Children', 'Comedy', 'Musical']",1967
2080,Lady and the Tramp ,"['Animation', 'Children', 'Comedy', 'Romance']",1955
2081,"Little Mermaid, The ","['Animation', 'Children', 'Comedy', 'Musical', 'Romance']",1989
2100,Splash ,"['Comedy', 'Fantasy', 'Romance']",1984
2105,Tron ,"['Action', 'Adventure', 'Sci-Fi']",1982
2115,Indiana Jones and the Temple of Doom ,"['Action', 'Adventure', 'Fantasy']",1984
2167,Blade ,"['Action', 'Horror', 'Thriller']",1998
2174,Beetlejuice ,"['Comedy', 'Fantasy']",1988
2194,"Untouchables, The ","['Action', 'Crime', 'Drama']",1987
2268,"Few Good Men, A ","['Crime', 'Drama', 'Thriller']",1992
2291,Edward Scissorhands ,"['Drama', 'Fantasy', 'Romance']",1990
2302,My Cousin Vinny ,['Comedy'],1992
2321,Pleasantville ,"['Comedy', 'Drama', 'Fantasy']",1998
2324,Life Is Beautiful (La Vita è bella) ,"['Comedy', 'Drama', 'Romance', 'War']",1997
2329,American History X ,"['Crime', 'Drama']",1998
2353,Enemy of the State ,"['Action', 'Thriller']",1998
2355,"Bug's Life, A ","['Adventure', 'Animation', 'Children', 'Comedy']",1998
2395,Rushmore ,"['Comedy', 'Drama']",1998
2396,Shakespeare in Love ,"['Comedy', 'Drama', 'Romance']",1998
2406,Romancing the Stone ,"['Action', 'Adventure', 'Comedy', 'Romance']",1984
2424,You've Got Mail ,"['Comedy', 'Romance']",1998
2470,Crocodile Dundee ,"['Adventure', 'Comedy']",1986
2502,Office Space ,"['Comedy', 'Crime']",1999
2529,Planet of the Apes ,"['Action', 'Drama', 'Sci-Fi']",1968
2542,"Lock, Stock & Two Smoking Barrels ","['Comedy', 'Crime', 'Thriller']",1998
2571,"Matrix, The ","['Action', 'Sci-Fi', 'Thriller']",1999
2572,10 Things I Hate About You ,"['Comedy', 'Romance']",1999
2599,Election ,['Comedy'],1999
2617,"Mummy, The ","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Thriller']",1999
2628,Star Wars: Episode I - The Phantom Menace ,"['Action', 'Adventure', 'Sci-Fi']",1999
2640,Superman ,"['Action', 'Adventure', 'Sci-Fi']",1978
2657,"Rocky Horror Picture Show, The ","['Comedy', 'Horror', 'Musical', 'Sci-Fi']",1975
2671,Notting Hill ,"['Comedy', 'Romance']",1999
2683,Austin Powers: The Spy Who Shagged Me ,"['Action', 'Adventure', 'Comedy']",1999
2692,Run Lola Run (Lola rennt) ,"['Action', 'Crime']",1998
2699,Arachnophobia ,"['Comedy', 'Horror']",1990
2700,"South Park: Bigger, Longer and Uncut ","['Animation', 'Comedy', 'Musical']",1999
2701,Wild Wild West ,"['Action', 'Comedy', 'Sci-Fi', 'Western']",1999
2706,American Pie ,"['Comedy', 'Romance']",1999
2710,"Blair Witch Project, The ","['Drama', 'Horror', 'Thriller']",1999
2712,Eyes Wide Shut ,"['Drama', 'Mystery', 'Thriller']",1999
2716,Ghostbusters (a.k.a. Ghost Busters) ,"['Action', 'Comedy', 'Sci-Fi']",1984
2762,"Sixth Sense, The ","['Drama', 'Horror', 'Mystery']",1999
2791,Airplane! ,['Comedy'],1980
2797,Big ,"['Comedy', 'Drama', 'Fantasy', 'Romance']",1988
2804,"Christmas Story, A ","['Children', 'Comedy']",1983
2858,American Beauty ,"['Drama', 'Romance']",1999
2916,Total Recall ,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1990
2918,Ferris Bueller's Day Off ,['Comedy'],1986
2947,Goldfinger ,"['Action', 'Adventure', 'Thriller']",1964
2959,Fight Club ,"['Action', 'Crime', 'Drama', 'Thriller']",1999
2985,RoboCop ,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",1987
2987,Who Framed Roger Rabbit? ,"['Adventure', 'Animation', 'Children', 'Comedy', 'Crime', 'Fantasy', 'Mystery']",1988
2997,Being John Malkovich ,"['Comedy', 'Drama', 'Fantasy']",1999
3033,Spaceballs ,"['Comedy', 'Sci-Fi']",1987
3052,Dogma ,"['Adventure', 'Comedy', 'Fantasy']",1999
3081,Sleepy Hollow ,"['Fantasy', 'Horror', 'Mystery', 'Romance']",1999
3114,Toy Story 2 ,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",1999
3147,"Green Mile, The ","['Crime', 'Drama']",1999
3160,Magnolia ,['Drama'],1999
3175,Galaxy Quest ,"['Adventure', 'Comedy', 'Sci-Fi']",1999
3253,Wayne's World ,['Comedy'],1992
3408,Erin Brockovich ,['Drama'],2000
3421,Animal House ,['Comedy'],1978
3471,Close Encounters of the Third Kind ,"['Adventure', 'Drama', 'Sci-Fi']",1977
3481,High Fidelity ,"['Comedy', 'Drama', 'Romance']",2000
3489,Hook ,"['Adventure', 'Comedy', 'Fantasy']",1991
3527,Predator ,"['Action', 'Sci-Fi', 'Thriller']",1987
3535,American Psycho ,"['Crime', 'Horror', 'Mystery', 'Thriller']",2000
3552,Caddyshack ,['Comedy'],1980
3578,Gladiator ,"['Action', 'Adventure', 'Drama']",2000
3623,Mission: Impossible II ,"['Action', 'Adventure', 'Thriller']",2000
3671,Blazing Saddles ,"['Comedy', 'Western']",1974
3717,Gone in 60 Seconds ,"['Action', 'Crime']",2000
3751,Chicken Run ,"['Animation', 'Children', 'Comedy']",2000
3753,"Patriot, The ","['Action', 'Drama', 'War']",2000
3785,Scary Movie ,"['Comedy', 'Horror']",2000
3793,X-Men ,"['Action', 'Adventure', 'Sci-Fi']",2000
3897,Almost Famous ,['Drama'],2000
3911,Best in Show ,['Comedy'],2000
3948,Meet the Parents ,['Comedy'],2000
3949,Requiem for a Dream ,['Drama'],2000
3977,Charlie's Angels ,"['Action', 'Comedy']",2000
3994,Unbreakable ,"['Drama', 'Sci-Fi']",2000
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) ","['Action', 'Drama', 'Romance']",2000
4011,Snatch ,"['Comedy', 'Crime', 'Thriller']",2000
4018,What Women Want ,"['Comedy', 'Romance']",2000
4022,Cast Away ,['Drama'],2000
4025,Miss Congeniality ,"['Comedy', 'Crime']",2000
4027,"O Brother, Where Art Thou? ","['Adventure', 'Comedy', 'Crime']",2000
4034,Traffic ,"['Crime', 'Drama', 'Thriller']",2000
4226,Memento ,"['Mystery', 'Thriller']",2000
4239,Blow ,"['Crime', 'Drama']",2001
4246,Bridget Jones's Diary ,"['Comedy', 'Drama', 'Romance']",2001
4262,Scarface ,"['Action', 'Crime', 'Drama']",1983
4306,Shrek ,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'Romance']",2001
4308,Moulin Rouge ,"['Drama', 'Musical', 'Romance']",2001
4370,A.I. Artificial Intelligence ,"['Adventure', 'Drama', 'Sci-Fi']",2001
4447,Legally Blonde ,"['Comedy', 'Romance']",2001
4720,"Others, The ","['Drama', 'Horror', 'Mystery', 'Thriller']",2001
4776,Training Day ,"['Crime', 'Drama', 'Thriller']",2001
4816,Zoolander ,['Comedy'],2001
4848,Mulholland Drive ,"['Crime', 'Drama', 'Film-Noir', 'Mystery', 'Thriller']",2001
4878,Donnie Darko ,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",2001
4886,"Monsters, Inc. ","['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",2001
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) ,"['Adventure', 'Children', 'Fantasy']",2001
4963,Ocean's Eleven ,"['Crime', 'Thriller']",2001
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) ","['Comedy', 'Romance']",2001
4979,"Royal Tenenbaums, The ","['Comedy', 'Drama']",2001
4993,"Lord of the Rings: The Fellowship of the Ring, The ","['Adventure', 'Fantasy']",2001
4995,"Beautiful Mind, A ","['Drama', 'Romance']",2001
5010,Black Hawk Down ,"['Action', 'Drama', 'War']",2001
5218,Ice Age ,"['Adventure', 'Animation', 'Children', 'Comedy']",2002
5299,My Big Fat Greek Wedding ,"['Comedy', 'Romance']",2002
5349,Spider-Man ,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",2002
5378,Star Wars: Episode II - Attack of the Clones ,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2002
5418,"Bourne Identity, The ","['Action', 'Mystery', 'Thriller']",2002
5445,Minority Report ,"['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']",2002
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) ,"['Action', 'Comedy', 'Sci-Fi']",2002
5481,Austin Powers in Goldmember ,['Comedy'],2002
5502,Signs ,"['Horror', 'Sci-Fi', 'Thriller']",2002
5618,Spirited Away (Sen to Chihiro no kamikakushi) ,"['Adventure', 'Animation', 'Fantasy']",2001
5669,Bowling for Columbine ,['Documentary'],2002
5816,Harry Potter and the Chamber of Secrets ,"['Adventure', 'Fantasy']",2002
5952,"Lord of the Rings: The Two Towers, The ","['Adventure', 'Fantasy']",2002
5956,Gangs of New York ,"['Crime', 'Drama']",2002
5989,Catch Me If You Can ,"['Crime', 'Drama']",2002
6016,City of God (Cidade de Deus) ,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",2002
6333,X2: X-Men United ,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",2003
6365,"Matrix Reloaded, The ","['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'IMAX']",2003
6373,Bruce Almighty ,"['Comedy', 'Drama', 'Fantasy', 'Romance']",2003
6377,Finding Nemo ,"['Adventure', 'Animation', 'Children', 'Comedy']",2003
6378,"Italian Job, The ","['Action', 'Crime']",2003
6502,28 Days Later ,"['Action', 'Horror', 'Sci-Fi']",2002
6539,Pirates of the Caribbean: The Curse of the Black Pearl ,"['Action', 'Adventure', 'Comedy', 'Fantasy']",2003
6711,Lost in Translation ,"['Comedy', 'Drama', 'Romance']",2003
6863,School of Rock ,"['Comedy', 'Musical']",2003
6870,Mystic River ,"['Crime', 'Drama', 'Mystery']",2003
6874,Kill Bill: Vol. 1 ,"['Action', 'Crime', 'Thriller']",2003
6934,"Matrix Revolutions, The ","['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'IMAX']",2003
6942,Love Actually ,"['Comedy', 'Drama', 'Romance']",2003
7143,"Last Samurai, The ","['Action', 'Adventure', 'Drama', 'War']",2003
7147,Big Fish ,"['Drama', 'Fantasy', 'Romance']",2003
7153,"Lord of the Rings: The Return of the King, The ","['Action', 'Adventure', 'Drama', 'Fantasy']",2003
7361,Eternal Sunshine of the Spotless Mind ,"['Drama', 'Romance', 'Sci-Fi']",2004
7438,Kill Bill: Vol. 2 ,"['Action', 'Drama', 'Thriller']",2004
8360,Shrek 2 ,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical', 'Romance']",2004
8361,"Day After Tomorrow, The ","['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",2004
8368,Harry Potter and the Prisoner of Azkaban ,"['Adventure', 'Fantasy', 'IMAX']",2004
8464,Super Size Me ,"['Comedy', 'Documentary', 'Drama']",2004
8636,Spider-Man 2 ,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2004
8641,Anchorman: The Legend of Ron Burgundy ,['Comedy'],2004
8644,"I, Robot ","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",2004
8665,"Bourne Supremacy, The ","['Action', 'Crime', 'Thriller']",2004
8874,Shaun of the Dead ,"['Comedy', 'Horror']",2004
8961,"Incredibles, The ","['Action', 'Adventure', 'Animation', 'Children', 'Comedy']",2004
30707,Million Dollar Baby ,['Drama'],2004
30793,Charlie and the Chocolate Factory ,"['Adventure', 'Children', 'Comedy', 'Fantasy', 'IMAX']",2005
32587,Sin City ,"['Action', 'Crime', 'Film-Noir', 'Mystery', 'Thriller']",2005
33166,Crash ,"['Crime', 'Drama']",2004
33493,Star Wars: Episode III - Revenge of the Sith ,"['Action', 'Adventure', 'Sci-Fi']",2005
