,userId,movieId,rating,timestamp
300,4,21,3.0,986935199
301,4,32,2.0,945173447
303,4,47,2.0,945173425
316,4,235,2.0,945173513
318,4,260,5.0,945079259
320,4,296,1.0,945173350
326,4,357,3.0,964623306
327,4,368,4.0,945078690
331,4,457,5.0,945079259
334,4,509,1.0,945079106
336,4,539,1.0,964538832
337,4,553,2.0,945079301
338,4,588,4.0,945079670
339,4,593,5.0,964539986
340,4,595,3.0,986848609
342,4,608,5.0,964540008
343,4,648,3.0,945079906
344,4,708,4.0,986935230
351,4,904,4.0,945079837
352,4,908,5.0,945173902
353,4,910,5.0,945173989
354,4,912,5.0,945173902
356,4,919,5.0,945079521
364,4,1073,4.0,945079483
366,4,1079,2.0,945078946
367,4,1080,5.0,986934696
372,4,1136,5.0,986934625
376,4,1196,5.0,964538763
377,4,1197,5.0,964538763
378,4,1198,3.0,964538728
379,4,1199,2.0,945078967
380,4,1203,5.0,945174025
382,4,1213,4.0,945079729
383,4,1219,4.0,964539961
384,4,1225,4.0,964539326
386,4,1259,4.0,964538728
387,4,1265,4.0,964622684
390,4,1282,5.0,945079653
392,4,1288,4.0,945079653
393,4,1291,4.0,964538763
394,4,1304,3.0,945078467
395,4,1391,1.0,945173766
397,4,1466,4.0,945173492
398,4,1500,4.0,964622830
399,4,1517,4.0,945079790
400,4,1580,3.0,986935244
402,4,1617,2.0,945079837
403,4,1641,4.0,964622758
404,4,1704,1.0,945629015
406,4,1732,4.0,945079889
418,4,1923,3.0,986934870
422,4,1968,4.0,986934786
425,4,2078,5.0,945079521
429,4,2174,5.0,964539855
434,4,2324,1.0,964622590
439,4,2395,3.0,964623306
440,4,2406,4.0,986935302
442,4,2571,1.0,945173385
444,4,2599,5.0,964622684
445,4,2628,1.0,986848894
446,4,2683,4.0,945079790
447,4,2692,5.0,945079013
448,4,2712,2.0,945078542
449,4,2762,4.0,964539986
452,4,2791,5.0,964539628
454,4,2858,5.0,964539140
458,4,2959,2.0,945078528
460,4,2997,4.0,986848610
461,4,3033,4.0,986936200
466,4,3160,4.0,964539121
467,4,3175,1.0,964538930
475,4,3408,4.0,986849238
476,4,3481,2.0,964538243
477,4,3489,1.0,986848908
484,4,3897,4.0,986934465
485,4,3911,3.0,986849149
487,4,3996,4.0,986849130
492,4,4027,3.0,986849201
495,4,4034,5.0,986848753
500,4,4226,2.0,1007569424
501,4,4239,5.0,986848685
502,4,4246,4.0,1007574542
506,4,4308,1.0,1007569465
513,4,4896,4.0,1007574532
516,5,1,4.0,847434962
517,5,21,4.0,847435238
518,5,34,4.0,847434881
519,5,36,4.0,847435292
520,5,39,3.0,847434961
521,5,50,4.0,847434881
523,5,110,4.0,847434880
524,5,150,3.0,847434748
525,5,153,3.0,847434802
528,5,253,3.0,847435292
531,5,266,1.0,847435311
533,5,296,5.0,847434748
534,5,300,3.0,847435337
535,5,316,2.0,847434832
536,5,318,3.0,847434880
537,5,344,3.0,847434802
538,5,349,3.0,847434832
539,5,357,2.0,847435238
540,5,364,3.0,847434882
541,5,367,4.0,847435129
542,5,380,2.0,847434748
543,5,410,3.0,847435292
544,5,457,4.0,847434801
545,5,474,4.0,847435337
548,5,527,5.0,847434960
551,5,588,4.0,847434801
552,5,589,3.0,847435258
553,5,590,5.0,847434747
554,5,592,3.0,847434747
555,5,594,5.0,847435238
556,5,595,5.0,847434832
557,5,596,5.0,847435292
558,5,597,3.0,847434962
559,5,608,3.0,847435258
560,6,2,4.0,845553522
561,6,3,5.0,845554296
564,6,6,4.0,845553757
565,6,7,4.0,845554264
567,6,10,3.0,845553253
568,6,11,4.0,845553489
571,6,16,4.0,845553819
572,6,17,4.0,845553559
573,6,19,2.0,845553382
574,6,21,2.0,845553382
577,6,25,3.0,845553695
581,6,32,4.0,845553426
582,6,34,4.0,845553354
583,6,36,5.0,845553726
588,6,47,4.0,845553317
589,6,50,1.0,845553381
593,6,62,4.0,845553660
604,6,95,4.0,845553559
607,6,104,4.0,845554349
609,6,110,5.0,845553283
615,6,141,4.0,845553586
616,6,145,4.0,845553966
618,6,150,4.0,845553110
620,6,153,3.0,845553146
621,6,158,4.0,845553660
623,6,160,5.0,845553457
624,6,161,3.0,845553253
625,6,163,3.0,845553907
626,6,165,3.0,845553146
627,6,168,5.0,845553695
635,6,185,3.0,845553283
645,6,208,3.0,845553253
655,6,225,4.0,845553381
657,6,231,3.0,845553174
668,6,253,3.0,845553283
676,6,266,3.0,845553457
687,6,288,2.0,845553283
690,6,292,4.0,845553253
691,6,293,3.0,845553660
692,6,296,2.0,845553110
701,6,316,5.0,845553174
702,6,317,4.0,845553457
703,6,318,5.0,845553200
705,6,329,4.0,845553200
708,6,333,5.0,845553757
710,6,337,5.0,845553586
711,6,339,4.0,845553253
715,6,344,3.0,845553146
718,6,349,5.0,845553146
719,6,350,5.0,845553489
722,6,353,4.0,845553726
725,6,356,5.0,845553200
726,6,357,3.0,845553457
732,6,364,5.0,845553317
734,6,367,4.0,845553317
735,6,368,5.0,845553726
736,6,370,4.0,845553794
739,6,377,5.0,845553317
741,6,380,4.0,845553110
746,6,410,3.0,845553354
752,6,432,5.0,845553489
753,6,434,4.0,845553200
754,6,435,3.0,845553489
756,6,440,4.0,845553457
759,6,454,4.0,845553283
761,6,457,5.0,845553174
764,6,466,2.0,845553844
768,6,474,4.0,845553522
771,6,480,5.0,845553200
772,6,485,3.0,845553794
779,6,500,5.0,845553354
782,6,508,4.0,845553586
783,6,509,3.0,845553522
787,6,520,3.0,845553844
789,6,527,3.0,845553426
794,6,539,3.0,845553426
800,6,552,3.0,845553875
801,6,553,5.0,845553559
804,6,587,5.0,845553381
805,6,588,5.0,845553146
806,6,589,3.0,845553317
807,6,590,5.0,845553109
808,6,592,3.0,845553109
809,6,593,4.0,845553174
810,6,594,4.0,845553819
811,6,595,5.0,845553174
812,6,596,3.0,845554141
813,6,597,4.0,845553354
815,6,608,3.0,845553844
829,6,708,4.0,845554376
834,6,736,5.0,845553619
839,6,780,5.0,845556915
871,6,1073,3.0,845555571
874,7,1,4.5,1106635946
875,7,50,4.5,1106635993
877,7,150,4.5,1106635925
878,7,165,4.0,1106635987
879,7,260,5.0,1106635933
880,7,356,5.0,1106635915
881,7,380,3.0,1106635937
882,7,466,5.0,1106635532
883,7,480,5.0,1106635917
884,7,587,2.0,1106635714
885,7,588,3.0,1106635971
886,7,589,2.5,1106635940
887,7,592,3.0,1106635922
888,7,593,5.0,1106635912
889,7,595,3.5,1106712636
890,7,648,4.0,1106635981
891,7,750,4.0,1106636810
892,7,780,4.5,1106635943
894,7,924,4.0,1106712615
895,7,1101,4.0,1106635502
897,7,1196,4.0,1106635996
898,7,1208,4.0,1106635462
899,7,1210,4.0,1106635965
900,7,1219,5.0,1106635496
901,7,1220,4.5,1106635464
902,7,1240,5.0,1106712575
903,7,1246,1.5,1106635678
904,7,1270,5.0,1106635681
905,7,1517,3.5,1106635489
906,7,1584,5.0,1106635423
907,7,1610,4.0,1106635429
908,7,1617,3.0,1107127060
909,7,1682,3.0,1106635653
910,7,1784,0.5,1106635416
911,7,1917,4.0,1106635484
912,7,1923,1.5,1106635444
913,7,1954,4.5,1106635657
915,7,2324,2.0,1106712559
916,7,2353,3.5,1106635625
917,7,2529,5.0,1106635640
918,7,2628,1.5,1106712553
919,7,2640,3.0,1106635540
920,7,2671,4.5,1113542732
921,7,2683,2.0,1106635420
923,7,2701,1.5,1106713076
925,7,2762,4.5,1106635648
926,7,2858,4.0,1106712546
927,7,3114,4.5,1106635500
929,7,3408,4.5,1106712549
930,7,3578,1.5,1106636534
931,7,3623,1.0,1106712541
932,7,3793,3.5,1106635630
935,7,3977,2.5,1106635635
936,7,3994,3.0,1161738301
937,7,4018,4.0,1106712913
939,7,4246,2.0,1110855253
940,7,4306,4.0,1106635524
942,7,4370,4.5,1106712869
947,7,4886,4.0,1106636531
948,7,4896,4.0,1106636718
949,7,4963,4.0,1106636702
950,7,4993,4.5,1106636589
951,7,4995,4.5,1106636610
952,7,5218,3.5,1106712866
953,7,5349,3.5,1106636606
954,7,5378,0.5,1106635735
955,7,5445,4.0,1106636707
956,7,5459,3.0,1106712820
958,7,5502,1.5,1106635745
959,7,5618,5.0,1106713586
960,7,5816,4.5,1106635705
961,7,5952,4.5,1106636527
962,7,5989,4.0,1106636600
964,7,6333,4.0,1106636516
965,7,6365,4.0,1106712831
967,7,6539,4.5,1106636584
968,7,6863,4.5,1106712827
969,7,6934,2.0,1106712812
970,7,7143,4.5,1106636579
971,7,7153,4.0,1106636520
975,7,8360,3.5,1106636782
976,7,8368,2.5,1106636592
979,7,8636,4.5,1106636511
980,7,8665,3.5,1108602755
992,7,8961,4.0,1106636064
1004,7,32587,3.5,1128486479
1006,7,33493,1.0,1121041079
1007,7,33794,2.0,1121041002
1009,7,34048,3.0,1121041015
1014,7,45499,4.0,1157949636
1019,7,48516,1.0,1169687318
1022,7,49272,4.5,1165876367
1026,8,2,4.0,839463806
1027,8,10,2.0,839463509
1028,8,11,4.0,839463806
1029,8,21,4.0,839463564
1030,8,32,3.0,839463624
1031,8,34,5.0,839463546
1032,8,39,3.0,839463644
1033,8,47,4.0,839463546
1034,8,50,5.0,839463644
1035,8,110,3.0,839463527
1036,8,141,3.0,839464076
1037,8,150,4.0,839463422
1038,8,153,2.0,839463451
1039,8,185,5.0,839463509
1041,8,208,3.0,839463509
1042,8,231,4.0,839463470
1043,8,235,3.0,839464076
1046,8,253,5.0,839463509
1048,8,292,3.0,839463489
1049,8,296,4.0,839463422
1050,8,317,3.0,839463644
1051,8,318,5.0,839463489
1052,8,339,3.0,839463509
1053,8,356,3.0,839463527
1054,8,357,5.0,839463767
1055,8,364,5.0,839463546
1056,8,367,3.0,839463564
1057,8,377,4.0,839463644
1058,8,380,5.0,839463422
1059,8,432,1.0,839463702
1060,8,440,3.0,839463728
1061,8,454,4.0,839463546
1062,8,457,3.0,839463489
1063,8,480,4.0,839463527
1064,8,500,2.0,839463624
1065,8,527,5.0,839463728
1066,8,539,3.0,839463728
1067,8,586,3.0,839463702
1068,8,587,3.0,839463702
1069,8,590,5.0,839463422
1070,8,592,3.0,839463422
1071,8,593,4.0,839463470
1072,8,597,3.0,839463728
1075,9,223,4.0,1044656650
1079,9,923,5.0,1044657026
1082,9,1198,5.0,1044656716
1083,9,1270,5.0,1044657088
1086,9,2011,3.0,1044657200
1087,9,2012,4.0,1044657237
1097,9,4993,5.0,1044657051
1098,9,5218,4.0,1044656811
1099,9,5378,3.0,1044656811
1100,9,5445,4.0,1044656792
1103,9,5481,5.0,1044656836
1112,9,5952,5.0,1044656908
1113,9,5956,4.0,1044656962
1119,10,296,1.0,1455303387
1120,10,356,3.5,1455301685
1121,10,588,4.0,1455306173
1122,10,597,3.5,1455357645
1123,10,912,4.0,1455302254
1124,10,1028,0.5,1455306152
1126,10,1247,3.0,1455303518
1127,10,1307,3.0,1455357613
1128,10,1784,3.5,1455301699
1130,10,2571,0.5,1455356378
1131,10,2671,3.5,1455357517
1132,10,2762,0.5,1455356388
1133,10,2858,1.0,1455356578
1134,10,2959,0.5,1455356582
1135,10,3578,4.0,1455356591
1137,10,4246,3.5,1455302676
1138,10,4306,4.5,1455356595
1139,10,4447,4.5,1455398321
1140,10,4993,4.0,1455356385
1141,10,4995,4.0,1455301798
1146,10,5952,4.0,1455356588
1150,10,6377,3.5,1455306101
1152,10,6942,4.0,1455301621
1155,10,7153,4.0,1455356347
1164,10,8636,3.5,1455356713
1165,10,8665,3.5,1455356327
1168,10,8961,2.5,1455302401
1175,10,33679,3.0,1455357626
1176,10,33794,5.0,1455302031
1181,10,49272,5.0,1455302162
1183,10,51662,3.0,1455356357
1186,10,54286,3.5,1455356320
1187,10,56367,3.5,1455301825
1190,10,58559,4.5,1455302113
1200,10,68954,4.0,1455304158
1202,10,69844,3.0,1455399200
1211,10,72998,2.5,1455356351
1212,10,73017,3.0,1455356691
1219,10,81845,5.0,1455302591
1229,10,91529,5.0,1455302120
1236,10,96079,5.0,1455302172
1246,10,106782,1.0,1455398089
1248,10,109374,0.5,1455302315
1249,10,109487,0.5,1455398092
1259,11,6,5.0,902154266
1260,11,10,3.0,902154316
1261,11,36,4.0,902155135
1263,11,95,3.0,902154458
1264,11,110,5.0,902154266
1265,11,150,5.0,902154266
1266,11,153,3.0,902154593
1267,11,165,3.0,902154567
1269,11,208,3.0,902154706
1270,11,292,4.0,902154383
1271,11,318,4.0,902155070
1272,11,349,5.0,902154342
1273,11,356,5.0,901200263
1274,11,368,3.0,904510567
1276,11,377,3.0,902154431
1277,11,380,4.0,902154431
1278,11,434,3.0,902154685
1279,11,457,5.0,902154316
1280,11,466,3.0,902154805
1281,11,474,4.0,902154431
1282,11,480,4.0,902154383
1286,11,589,4.0,902154266
1287,11,593,5.0,902155102
1288,11,648,4.0,902154514
1289,11,733,4.0,902154431
1290,11,736,4.0,902154542
1291,11,780,4.0,902154487
1293,11,1101,5.0,901200233
1294,11,1210,4.0,902154266
1296,11,1370,3.0,902154383
1298,11,1391,1.0,902154685
1302,11,1552,4.0,902154458
1303,11,1573,3.0,902154542
1304,11,1584,5.0,902155136
1308,11,1608,4.0,902154316
1312,11,1704,4.0,902155102
1313,11,1721,5.0,902154989
1314,11,1784,5.0,902155043
1317,11,1917,4.0,901200037
1319,11,1923,4.0,904510428
1322,11,2028,5.0,902153951
1355,13,47,5.0,987895819
1357,13,597,3.0,987456968
1359,13,1198,5.0,987456848
1362,13,1639,4.0,987456818
1363,13,1721,4.0,987456818
1365,13,2174,3.0,987456818
1367,13,2571,5.0,987457007
1371,13,3578,5.0,987895902
1373,13,3717,3.0,987895952
1374,13,3753,4.0,987895902
1375,13,3793,4.0,987895902
1380,13,3897,4.0,987895582
1382,13,3977,3.0,987895952
1383,13,3996,5.0,987895902
1384,13,4011,5.0,987895651
1387,14,7,3.0,835441989
1388,14,19,1.0,835441168
1389,14,25,4.0,835441394
1390,14,32,4.0,835441168
1391,14,39,3.0,835441186
1392,14,47,5.0,835441133
1393,14,95,5.0,835441295
1395,14,110,5.0,835441107
1396,14,150,4.0,835440977
1397,14,153,2.0,835441012
1399,14,231,3.0,835441042
1400,14,266,5.0,835441168
1402,14,288,4.0,835441107
1403,14,296,3.0,835440978
1404,14,318,3.0,835441042
1405,14,337,5.0,835441239
1406,14,339,4.0,835441066
1407,14,344,2.0,835441012
1409,14,356,4.0,835441239
1410,14,367,1.0,835441210
1412,14,377,3.0,835441328
1414,14,434,4.0,835441066
1418,14,480,3.0,835441262
1420,14,508,3.0,835441558
1421,14,509,5.0,835441347
1423,14,527,3.0,835441371
1424,14,539,4.0,835441415
1426,14,552,3.0,835441558
1427,14,553,4.0,835441239
1428,14,586,3.0,835441451
1429,14,590,4.0,835440977
1430,14,592,2.0,835440976
1431,14,593,4.0,835441086
1432,14,597,3.0,835441431
1433,14,784,1.0,835442447
1434,15,1,2.5,1510577970
1436,15,47,3.5,1510571970
1437,15,158,1.0,1299424840
1438,15,172,1.0,1299424762
1440,15,260,5.0,1510571946
1441,15,293,3.0,1510571962
1442,15,296,4.0,1510571877
1443,15,318,5.0,1510571866
1445,15,356,5.0,1510571873
1446,15,364,3.0,1510577958
1447,15,527,5.0,1510571982
1448,15,588,3.0,1510577985
1449,15,589,5.0,1510572012
1450,15,596,2.0,1510578088
1451,15,780,3.5,1510572881
1453,15,858,4.0,1510571941
1454,15,1196,5.0,1510572645
1455,15,1198,4.0,1510571989
1456,15,1200,5.0,1510572775
1457,15,1210,5.0,1510572653
1458,15,1214,5.0,1510572684
1459,15,1240,4.0,1510572646
1460,15,1265,3.5,1510572001
1461,15,1270,5.0,1510571953
1463,15,1527,3.0,1510572660
1464,15,1653,4.5,1510572798
1467,15,2011,5.0,1510572060
1468,15,2012,4.0,1510572114
1469,15,2028,3.5,1510571984
1470,15,2081,3.0,1510578011
1474,15,2329,4.5,1510572005
1475,15,2571,4.0,1510571744
1476,15,2762,3.0,1510571764
1477,15,2858,4.0,1510571751
1478,15,2916,4.5,1510572872
1479,15,2959,2.5,1510571747
1480,15,3147,5.0,1510571797
1484,15,3535,3.5,1510572486
1486,15,3578,5.0,1510571768
1488,15,3753,3.0,1510571680
1489,15,3949,4.0,1510572144
1490,15,3994,3.0,1510571677
1491,15,4018,4.0,1299425113
1492,15,4022,3.5,1510572048
1493,15,4226,1.5,1510571774
1494,15,4306,3.0,1510577965
1495,15,4370,4.0,1510573239
1496,15,4720,5.0,1510571736
1497,15,4886,3.5,1510577956
1498,15,4993,3.5,1510571754
1499,15,4995,5.0,1510571789
1500,15,5445,4.0,1510571793
1501,15,5618,3.0,1510578001
1502,15,5952,3.5,1510571759
1504,15,5989,5.0,1510571938
1505,15,6377,3.0,1510577979
1506,15,6502,3.5,1510571682
1507,15,6874,3.0,1510572077
1509,15,7438,3.0,1510572163
1510,15,8360,2.5,1510578083
1511,15,8644,3.5,1510572823
1512,15,8961,2.5,1510577973
1513,15,33493,5.0,1510572900
1515,15,48774,3.0,1510573220
1516,15,48780,4.5,1510572075
1517,15,50872,3.0,1510577962
1518,15,56174,3.5,1510572810
1519,15,58559,2.0,1510571886
1520,15,59315,2.0,1510572096
1521,15,60069,3.5,1510577951
1525,15,68954,3.5,1510577953
1527,15,70286,3.5,1510572656
1530,15,72998,3.0,1510572052
1531,15,79132,3.5,1510571930
1535,15,89745,2.0,1510572842
1536,15,91500,3.0,1510573214
1537,15,91529,2.0,1510571987
1541,15,99114,1.0,1510571958
1546,15,109374,2.0,1510572056
1547,15,109487,4.0,1510571878
1551,15,112852,1.5,1510571973
1557,15,122904,2.0,1510571949
1569,16,47,3.5,1377477814
1570,16,50,4.0,1377476781
1571,16,111,4.5,1377477446
1573,16,260,3.0,1377476936
1574,16,293,4.0,1377477870
1575,16,296,3.0,1377477302
1576,16,318,4.0,1377476766
1578,16,356,3.5,1377477951
1579,16,527,4.0,1377476787
1580,16,541,4.5,1377477340
1581,16,593,3.0,1377476977
1582,16,608,4.5,1377477406
1585,16,750,4.5,1377476825
1587,16,858,2.5,1377476772
1588,16,904,3.5,1377476805
1589,16,912,3.5,1377476810
1591,16,923,3.5,1377477349
1592,16,1089,4.0,1377477608
1593,16,1136,4.0,1377476972
1595,16,1148,4.0,1377476909
1598,16,1193,4.0,1377476813
1599,16,1196,3.0,1377476993
1600,16,1197,4.0,1377477008
1601,16,1198,3.5,1377476852
1602,16,1199,5.0,1377477911
1603,16,1201,3.0,1377477410
1604,16,1203,4.0,1377476856
1605,16,1207,4.0,1377476891
1606,16,1208,4.0,1377477450
1607,16,1213,3.5,1377476956
1608,16,1214,4.0,1377477839
1609,16,1219,3.0,1377477594
1610,16,1222,4.5,1377477957
1612,16,1230,4.0,1377477576
1613,16,1247,4.0,1377477535
1614,16,1252,4.5,1377476948
1618,16,1276,4.0,1377477457
1621,16,1617,3.5,1377477542
1623,16,1704,3.5,1377477954
1626,16,2329,3.5,1377477278
1629,16,2571,3.5,1377476921
1633,16,2762,3.5,1377477612
1634,16,2858,3.5,1377476998
1635,16,2959,3.5,1377476874
1643,16,3949,4.0,1377477886
1645,16,4011,3.0,1377477891
1646,16,4226,4.5,1377476925
1647,16,4878,3.5,1377477936
1648,16,4973,4.0,1377476860
1649,16,4993,3.5,1377477289
1650,16,5618,4.5,1377476877
1652,16,5952,3.5,1377477424
1656,16,7153,3.5,1377477293
1657,16,7361,3.5,1377477402
1660,16,48394,4.0,1377477809
1661,16,58559,4.5,1377476817
1662,16,60069,4.0,1377477834
1663,16,68954,4.0,1377477654
1664,16,78499,4.5,1377477830
1665,16,79132,3.0,1377476916
1666,16,91529,4.5,1377477940
1667,17,1,4.5,1305696483
1669,17,47,4.0,1307262715
1670,17,50,4.5,1305697013
1671,17,110,4.5,1305696470
1672,17,111,4.0,1326943208
1673,17,150,3.5,1305696497
1674,17,260,5.0,1305696468
1675,17,293,3.5,1307262308
1676,17,296,5.0,1305696455
1677,17,318,5.0,1305696465
1678,17,356,5.0,1305696457
1679,17,480,4.5,1305696463
1680,17,527,4.5,1305696664
1681,17,541,3.5,1322628857
1682,17,589,4.5,1305696475
1683,17,590,4.5,1305696492
1684,17,592,4.5,1305696480
1685,17,593,4.5,1305696461
1686,17,750,4.5,1307262443
1687,17,780,4.0,1305696486
1688,17,858,5.0,1305696683
1690,17,904,4.0,1307262274
1691,17,910,3.5,1305696226
1693,17,1036,4.0,1305696741
1694,17,1089,4.0,1307262280
1695,17,1090,4.5,1322629080
1698,17,1193,4.5,1305696771
1699,17,1196,5.0,1305696635
1700,17,1197,3.5,1305696774
1701,17,1198,4.5,1305696619
1702,17,1201,5.0,1305696878
1703,17,1206,5.0,1322628945
1705,17,1210,5.0,1305696490
1706,17,1213,4.5,1305696699
1707,17,1221,4.5,1305696752
1708,17,1222,4.5,1305696870
1710,17,1234,4.0,1305696795
1711,17,1240,5.0,1305696931
1712,17,1252,4.0,1307262291
1713,17,1258,4.0,1322628838
1714,17,1259,4.0,1305696786
1716,17,1270,4.5,1305696846
1717,17,1291,4.0,1305696691
1721,17,1466,3.0,1322629229
1722,17,1732,5.0,1322629209
1724,17,2005,4.0,1305696258
1726,17,2028,4.5,1305696726
1727,17,2194,4.0,1305696788
1728,17,2329,4.5,1305696670
1729,17,2502,4.5,1322629245
1730,17,2571,5.0,1305696756
1732,17,2762,4.0,1305696835
1733,17,2858,4.0,1322628761
1734,17,2959,4.5,1305696867
1736,17,3147,4.5,1322629233
1742,17,3949,4.5,1322629083
1743,17,4226,4.0,1305696762
1745,17,4993,4.5,1305696817
1746,17,5618,5.0,1322628751
1748,17,5952,5.0,1305696823
1750,17,6016,4.5,1322628668
1752,17,6870,3.5,1322629189
1754,17,7153,4.5,1305696820
1758,17,33794,4.0,1305696851
1759,17,48394,4.5,1322629142
1760,17,48516,4.0,1305696748
1761,17,58559,4.5,1305696675
1762,17,60069,3.5,1305696839
1764,17,68157,4.0,1305696894
1765,17,68358,4.5,1322629267
1767,17,78499,4.0,1305696624
1768,17,79132,4.5,1305696716
1769,17,80463,4.0,1305696734
1772,18,1,3.5,1455209816
1773,18,2,3.0,1455617462
1774,18,6,4.0,1460138360
1775,18,16,4.5,1461311583
1776,18,32,4.0,1455209840
1777,18,34,2.5,1455617533
1778,18,36,4.0,1455617478
1779,18,47,4.5,1455050013
1780,18,50,5.0,1455049343
1781,18,70,3.5,1455735732
1782,18,104,2.5,1455748792
1783,18,110,4.5,1455050170
1784,18,111,4.0,1458516249
1785,18,145,3.5,1456864434
1786,18,163,4.0,1455748933
1787,18,165,4.0,1455209902
1789,18,208,3.0,1455617516
1790,18,223,4.0,1455617470
1791,18,231,2.5,1455748462
1792,18,235,4.5,1455529905
1793,18,260,4.0,1455049368
1794,18,288,4.0,1455617466
1795,18,293,4.5,1455050049
1796,18,296,4.0,1455050745
1797,18,318,5.0,1455049328
1798,18,329,4.0,1455231677
1799,18,337,4.0,1455748833
1800,18,344,2.5,1455209869
1801,18,356,4.5,1455050112
1802,18,364,3.0,1455209887
1803,18,367,2.5,1455618093
1804,18,370,3.0,1455748940
1806,18,377,2.5,1455209879
1807,18,380,2.5,1455209846
1809,18,435,2.0,1459946774
1810,18,442,3.0,1455748803
1811,18,457,3.5,1477432493
1812,18,466,2.5,1459946776
1813,18,480,3.5,1455209811
1814,18,500,3.5,1455618095
1816,18,508,4.0,1455749987
1817,18,527,4.5,1455050006
1818,18,541,4.0,1456745325
1819,18,555,4.0,1504907725
1820,18,586,3.5,1455748696
1821,18,588,3.5,1455209912
1822,18,589,4.5,1455209793
1823,18,590,4.0,1455209837
1824,18,593,4.5,1455050067
1825,18,595,3.0,1455209900
1826,18,608,4.5,1455050069
1828,18,648,3.0,1455209873
1829,18,653,3.0,1456955524
1830,18,673,3.0,1455735781
1832,18,778,4.5,1455050179
1833,18,780,4.0,1455209824
1834,18,784,2.0,1455735643
